sl,number in book,country,Title,text
1168,23,Iran,Justice in the light of solidarity,It’s not feasible to distribute facilities equally.
1169,23,Iran,Justice in the light of solidarity,"Therefore, to avoid centralization, it’s more rational to spread socio-economic diversity across cities, providing every citizen similar access to facilities."
1170,23,Iran,Justice in the light of solidarity,"In addition, an equal and stable context, ready to serve as a neutral environment to cater for all, has to be prepared and planned beforehand."
1171,23,Iran,Justice in the light of solidarity,"Spatial segregation causes the unity of a society to shatter and over time, the gap between social classes deepens."
1172,23,Iran,Justice in the light of solidarity,"NOW, what should people do?"
1173,23,Iran,Justice in the light of solidarity,"Throughout history, the established duty every individual has been held responsible for, has not satisfied the final goal and big changes are made by people who acted beyond their duties."
1174,23,Iran,Justice in the light of solidarity,"Therefore, we have to redefine our responsibilities."
1175,23,Iran,Justice in the light of solidarity,"People, as city makers, have to be vigilant to every detail added to their city and accustom their mindset to that."
1176,23,Iran,Justice in the light of solidarity,"This way, the rigid box of policy transforms to a unique and unprecedented form which is exclusive to every society. The time has come! It’s the citizens’ turn to alter the way of urban design and lead planners through establishing conducive law."
1177,23,Iran,Justice in the light of solidarity,"As outlined above, without a homogeneous society, it is unexpected to come to a conclusion that fulfills all the requirements for a just city."
1178,23,Iran,Justice in the light of solidarity,It is beneficial to have some values guiding us along the way.
1179,23,Iran,Justice in the light of solidarity,Start early.
1180,23,Iran,Justice in the light of solidarity,"The future belongs to the next generation and we have to amend conventional wisdom toward diversity in our school, city, country, and world."
1181,23,Iran,Justice in the light of solidarity,Accessible facility for all.
1182,23,Iran,Justice in the light of solidarity,The city should resemble equity.
1183,23,Iran,Justice in the light of solidarity,So every service provided by the government must be in favor of that.
1184,23,Iran,Justice in the light of solidarity,No discrimination what so ever.
1185,23,Iran,Justice in the light of solidarity,Hierarchy can only function when it comes to endeavor and practice.
1186,23,Iran,Justice in the light of solidarity,Keep the balance.
1187,23,Iran,Justice in the light of solidarity,"As we flip the coin, we have to make sure to keep an eye on both sides; planning comprises study contexts beside designing, because design won't be able to combat division alone."
1188,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","COVID-19 has massively impacted life as we know it, having both “revealed and worsened” pre-existing urban inequalities globally (Ashford et al., 2020, p.2)."
1189,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Furthermore, the pandemic’s impacts are interacting with that of the global climate crisis (Selby & Kagawa, forthcoming)."
1190,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","COVID-19’s impacts will be unequally experienced, being greatest for “the one billion people living in informal settlements and slums worldwide as well as for refugees, internally displaced people and migrants” (United Nations Habitat, 2020, p.2)."
1191,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Access to housing is inherent to the unequal impact of COVID-19.
1192,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Policies to restrict its spread rely on having “a home with adequate sanitation services” (Farha, 2020, p.1)."
1193,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","You cannot socially distance nor “stay home” (Farha, 2020, p.1) if you have no home."
1194,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Thus, the unequal ability to socially distance exemplifies pre-existing inequalities (Richmond, 2020)."
1195,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","This ability is a central aspect of the greatest impact being on slum dwellers (Tampe, 2020; United Nations Habitat, 2020), with informality, lack of recognition and issues of legality reinforcing the impact in terms of receiving state support (Tampe, 2020)."
1196,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Another group identified is homeless populations across the Global North and South, interconnecting with pre-existing health risks associated with being homeless, further exacerbating their risk to COVID-19 (Farha, 2020; Richmond, 2020)."
1197,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Rethinking the Right to the City
1198,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Our manifesto emphasises on spatial justice through the uphold of democratic values, while improving equity and inclusivity within and between urban networks."
1199,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Following David Harvey’s approach to urban justice, we believe that all groups should be entitled to a ‘right to the city’."
1200,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","This is a right that is far more than the individual liberty to access urban resources: it is a right to change ourselves by changing the city (Harvey, 2003)."
1201,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","The right to the city is more than just improving neighborhoods, housing and public space, it is the effective assertion of democratic values in urban space."
1202,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","At its core, we believe that such rights should hold strict primacy in our societies, and that every individual should have the freedom and the say in the (re)make of their cities, in addition to having the right to access, occupy and use the given urban space."
1203,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","This right warrants beyond any institutional and administrative mechanisms to exclude, such as the exclusion from citizenship."
1204,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","With the pandemic exacerbating pre-existing urban inequalities across the world, the sought for the right to the city is now more than ever prevalent."
1205,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","In conceptualising the ‘just’ city, we believe that justice necessitates the access to housing."
1206,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Hence, to ensure the right to the city for all, affordable housing should be considered as a fundamental human right."
1207,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","We live in a world that is increasingly more complex and diverse, instead of ‘going with the flow’, we need to take immediate action and change the current to create a better future for all."
1208,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",The extent of inequality demonstrated in facts:
1209,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Each of the issues outlined so far has immense importance all over the world, but the unique contexts of cities vary greatly so outlined below are some examples of some of the specific conditions in different locations"
1210,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",India:
1211,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","In Mumbai, 9 million people live in slums, that’s 41% of the city’s population (World Population Review)."
1212,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","2 million slum dwellers have been evicted just from Delhi and Mumbai over the past decade, the consequences of which can be detrimental as the demolishment of informal settlements displaces people and often pushes them into even worse conditions (Batra, 2008)."
1213,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","People in informal settlements are regularly denied access to water or sanitation, even when people pay for water there is no guarantee they’ll receive it (Björkman, 2014)."
1214,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Brazil:
1215,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","In Rio de Janeiro approximately 1.5 million or 24% of the city’s population live in informal settlements known as favelas (DeLorenzo, 2017)."
1216,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Prior to the Covid-19 pandemic disease in favelas was a significant issue, due to overcrowding, lack of waste disposal and pollution, with the average life expectancy being approximately 48 years old, compared to the national average of 68 (DeLorenzo, 2017)."
1217,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","It is impossible to even know the extent of damage caused by Covid-19 in these areas, since many will never have received any health care, or perhaps not have registered birth certificates in the first place."
1218,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",United Kingdom:
1219,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","In the UK, amidst the especially challenging economic times brought about by Covid-19, under the new immigration laws due to begin on the 1st of January, any foreign people who sleep rough can be deported (Grierson, 2020)."
1220,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","In 2020 the number of rough sleepers in London has risen to a record high of over 10,000 (Greater London Assembly, 2020)."
1221,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Suggestions Going Forward
1222,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","There needs to be an emphasis on democracy and solidarity going forward, ensuring all voices are heard within a collaborative approach to planning"
1223,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Citizens have the right to demand their basic human needs are being met, and platforms for this must be facilitated by governments"
1224,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","The commodification of basic human needs must be stopped, and a coherent infrastructure for ensuring these needs are met for every member of society must be put in place"
1225,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Housing provision must be considered in terms of its needful use rather than its potential as a financial asset
1226,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","A successful example of this is Barcelona’s conversion of unoccupied flats into public housing (O’Sullivan, 2020)"
1227,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Accessibility to services of all kinds must be ensured
1228,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",This includes access to green and blue spaces to promote good physical and mental health
1229,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity",Looking ahead: Fostering Solidarity
1230,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","Many countries are now filled with political, social and economic division. It could be easy to look back and reminisce about a time when the idea of a nation state fostered a strong sense of solidarity."
1231,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","However, to look back would be a mistake, since this strong sense of solidarity was all too often premised on positioning oneself (or one’s state) against the oppression of another."
1232,24,UK,"Rethinking the right to the city in search of democracy, inclusivity, and solidarity","The days of each other and other countries being framed as enemies should be long gone, instead we should unite and find solidarity in fighting against the true enemies: disease, inequality, environmental issues and poor living conditions."
1233,25,Netherlands,Roots of diversity-Nutrition for a just city,The city of today is overwhelmed by diversity.
1234,25,Netherlands,Roots of diversity-Nutrition for a just city,"People of different backgrounds, heritage, culture, place of birth, ethnicity and race cohabitate the city."
1235,25,Netherlands,Roots of diversity-Nutrition for a just city,"Increasingly more people feel alienated, isolated and threatened in the streets of their hometown, yet there is also the experience of racism, xenophobia and even systematic oppression."
1236,25,Netherlands,Roots of diversity-Nutrition for a just city,There appears to be a frightening lack of understanding with the ‘other’: creating a breeding ground for parallel societies within the modern day city.
1237,25,Netherlands,Roots of diversity-Nutrition for a just city,"Through globalisation we are once more confronted with our tribal past, for we have yet to establish a balance between anonymity and connectivity."
1238,25,Netherlands,Roots of diversity-Nutrition for a just city,The city has yet to develop the ability to deal with these challenges to sustain the future.
1239,25,Netherlands,Roots of diversity-Nutrition for a just city,Imagine the just city as a tree.
1240,25,Netherlands,Roots of diversity-Nutrition for a just city,"Anchored and fed by its roots, it allows the trunk of the tree to grow and extend its mighty branches to the sky."
1241,25,Netherlands,Roots of diversity-Nutrition for a just city,The trunk is the city as it is today. It cannot exist without its roots and is the base of the growth of the tree.
1242,25,Netherlands,Roots of diversity-Nutrition for a just city,"All who live in the city, be it citizens, refugees, the homeless and even those who are not officially acknowledged, share the city as a common identifier."
1243,25,Netherlands,Roots of diversity-Nutrition for a just city,The city is the place where even the marginalized and excluded carve out a place of their own and secure a place among others.
1244,25,Netherlands,Roots of diversity-Nutrition for a just city,For this reason the identities of the city’s people are diverse; shaped by many unique but also shared histories or roots.
1245,25,Netherlands,Roots of diversity-Nutrition for a just city,"These unique roots form junctions when people share experiences or when they have things in common, be it culture, heritage, sports, a neighbourhood or any other reason for communities to form."
1246,25,Netherlands,Roots of diversity-Nutrition for a just city,"The root system forms the fundament of the tree, embodying the complete and diverse history of the people in the city."
1247,25,Netherlands,Roots of diversity-Nutrition for a just city,"Our roots represent our past, yet at the same time they steer the future direction of the city."
1248,25,Netherlands,Roots of diversity-Nutrition for a just city,"By finally recognising that the diversity of the city’s roots is not a weakness but a strength, the city has the opportunity to develop a sustainable future like a healthy tree grows its collection of branches to form a crown."
1249,25,Netherlands,Roots of diversity-Nutrition for a just city,The future of a healthy city is just and thus by definition sustainable.
1250,25,Netherlands,Roots of diversity-Nutrition for a just city,"The just city can be summarized in three key-values, which need at all times be respected and given thought when planning and thinking about the future of the city."
1251,25,Netherlands,Roots of diversity-Nutrition for a just city,Social inclusivity
1252,25,Netherlands,Roots of diversity-Nutrition for a just city,"Respect for the fundamental human rights is not just an aspiration, but forms the foundation of civil society."
1253,25,Netherlands,Roots of diversity-Nutrition for a just city,"For when we respect every individual‘s basic rights, we will reach a baseline of equality in which it will be possible to go from an understanding of our shared history towards a solidary future."
1254,25,Netherlands,Roots of diversity-Nutrition for a just city,"Through human rights, the inhabitants of the city can understand that they are acknowledged when they acknowledge others, solidifying the base of our understanding of social inclusivity in the city."
1255,25,Netherlands,Roots of diversity-Nutrition for a just city,Economic solidarity
1256,25,Netherlands,Roots of diversity-Nutrition for a just city,"The specialisation of the workforce introduced us to the city, which brought us incredible riches."
1257,25,Netherlands,Roots of diversity-Nutrition for a just city,Everybody should be able to partake in this prosperity.
1258,25,Netherlands,Roots of diversity-Nutrition for a just city,"However, economic solidarity is about cooperation, not just equalisation - as that would dispute the diversity we so value."
1259,25,Netherlands,Roots of diversity-Nutrition for a just city,Through a renewed solidarity from acknowledging diversity the city will be able to enable sustainable welfare for all who are in need.
1260,25,Netherlands,Roots of diversity-Nutrition for a just city,Ecological livability
1261,25,Netherlands,Roots of diversity-Nutrition for a just city,Last but certainly not least: a sustainable city is respectful of mother nature.
1262,25,Netherlands,Roots of diversity-Nutrition for a just city,"We will have to come to terms with our future presence on the planet, which out of necessity needs to be completely different from our current understanding."
1263,25,Netherlands,Roots of diversity-Nutrition for a just city,"with climate change threatening to be of enormous impact to our societies, we need now to extend our solidarity not just to our fellow humans, but also to the planet we inhabit."
1264,25,Netherlands,Roots of diversity-Nutrition for a just city,"When we accept this fact and act on it, the planet will return the favor and allow us to coexist with it."
1265,25,Netherlands,Roots of diversity-Nutrition for a just city,"The city calls on you, urban planner, architect, inhabitant, to start taking action."
1266,25,Netherlands,Roots of diversity-Nutrition for a just city,"In order to kickstart the sustainable and just city as we have laid before you in this manifesto, we have to take concrete steps."
1267,25,Netherlands,Roots of diversity-Nutrition for a just city,"As we have shown with the tree metaphor, it all begins with ourselves: each of us needs to rethink the individual position we take in the city and how we relate to our fellow urbanites."
1268,25,Netherlands,Roots of diversity-Nutrition for a just city,"By starting something as small as a dialogue with a neighbour, colleague, or someone you might normally pass by without thinking twice, we can challenge our prejudice and establish a new level of mutual understanding."
1269,25,Netherlands,Roots of diversity-Nutrition for a just city,"Following this line of thought new forms of cooperation within and beyond communities, social and economic alike, will form."
1270,25,Netherlands,Roots of diversity-Nutrition for a just city,"Then, the second step is to begin involvement in local initiatives."
1271,25,Netherlands,Roots of diversity-Nutrition for a just city,"Whether it be volunteering, politics or something else in which the idea of community is central."
1272,25,Netherlands,Roots of diversity-Nutrition for a just city,"Specifically, when in a position of influence as a politician, city planner or academic it is now the time to be heard and especially to start listening to the diversity of voices from our communities."
1273,25,Netherlands,Roots of diversity-Nutrition for a just city,"Even the voices unheard, our natural world included, should become part of the public debate in order to shape the city."
1274,25,Netherlands,Roots of diversity-Nutrition for a just city,"Only when looking at the city holistically can diversity become socially inclusive, economically solidary and ecologically liveable."
1275,25,Netherlands,Roots of diversity-Nutrition for a just city,The city of the future is empowered by diversity and wears it proudly as a crown.
1276,26,"Italy, China, Netherlands",City for everyone in the information age,"We are concern about the theme” urbanization” since we live in the urban, work for the urban, and desire to understand the urban."
1277,26,"Italy, China, Netherlands",City for everyone in the information age,"Because of the familiar environment studying and receiving the knowledge, there is a common feature in our mindset: we tend to think of citizen behaviors as what we think they are."
1278,26,"Italy, China, Netherlands",City for everyone in the information age,"Maybe they are changeable, but we would like to consider it out of date because we think like that for many years."
1279,26,"Italy, China, Netherlands",City for everyone in the information age,"It is the “ professional consensus”, or it can be called “stereotype”."
1280,26,"Italy, China, Netherlands",City for everyone in the information age,"In fact, at the beginning, the city and justice, let us think of Batman in the movie and the latest game cyberpunk 2077."
1281,26,"Italy, China, Netherlands",City for everyone in the information age,"There are some different contradictions between the communities created by some classes and the communities of the rich, which will eventually be reflected in the differences in regional development."
1282,26,"Italy, China, Netherlands",City for everyone in the information age,Cyberpunk is the future of a city without urban justice.
1283,26,"Italy, China, Netherlands",City for everyone in the information age,Lower class people live in chaotic sewers and messy communities.
1284,26,"Italy, China, Netherlands",City for everyone in the information age,High class people live in magnificent buildings.
1285,26,"Italy, China, Netherlands",City for everyone in the information age,The result of our visions of the future as people of the present.
1286,26,"Italy, China, Netherlands",City for everyone in the information age,"In our current fantasy of cyberpunk, urban justice causes the opposition between religion and culture."
1287,26,"Italy, China, Netherlands",City for everyone in the information age,This will also lead to different living environments for different classes of people. Will our future society be like this?
1288,26,"Italy, China, Netherlands",City for everyone in the information age,What can we do as architects?
1289,26,"Italy, China, Netherlands",City for everyone in the information age,"However, the pluralistic age advocate the individuality."
1290,26,"Italy, China, Netherlands",City for everyone in the information age,"People can do what they really like, men do not need to wear like a man, and women don’t have to behavior like a woman."
1291,26,"Italy, China, Netherlands",City for everyone in the information age,"Everyone has the right to be someone different, so the stereotype for each"
1292,26,"Italy, China, Netherlands",City for everyone in the information age,specific group is no longer applicable.
1293,26,"Italy, China, Netherlands",City for everyone in the information age,That’s what we should think over before planning or designing.
1294,26,"Italy, China, Netherlands",City for everyone in the information age,Does every kid enjoy romping or get excited in the paddling pool?
1295,26,"Italy, China, Netherlands",City for everyone in the information age,Which public restrooms should be used by transgender people?
1296,26,"Italy, China, Netherlands",City for everyone in the information age,“Just city is for everyone.”
1297,26,"Italy, China, Netherlands",City for everyone in the information age,The rights of the minority are equal to the right of the majority.
1298,26,"Italy, China, Netherlands",City for everyone in the information age,"Citizens are entitled to declare their demands, and in the contemporary information age they prefer to express themselves through the internet, which is a public platform where people dare to express the views they can’t say in real life."
1299,26,"Italy, China, Netherlands",City for everyone in the information age,Those online platform contains lots of opinions or attitudes inaccessible to us in our own circle.
1300,26,"Italy, China, Netherlands",City for everyone in the information age,"The views there may be an unevenness of quality, but truer than what we consider them from the stereotype."
1301,26,"Italy, China, Netherlands",City for everyone in the information age,It can be a good way for us to know about the minority.
1302,26,"Italy, China, Netherlands",City for everyone in the information age,Can we give the lower class and the higher class a common space to communicate to reduce inequality?
1303,26,"Italy, China, Netherlands",City for everyone in the information age,"However, there is few channel for citizens to offer opinions to the government in the internet."
1304,26,"Italy, China, Netherlands",City for everyone in the information age,"They may make comments o lot, which is dissociated from administrative system. We could just try to collect and settle these messages which reflect the authentic need, transform them into practical instructions, and apply to actual planning or legislation."
1305,26,"Italy, China, Netherlands",City for everyone in the information age,"In this way, we make the built environment more desirable for people, and not the"
1306,26,"Italy, China, Netherlands",City for everyone in the information age,majority groups only.
1307,26,"Italy, China, Netherlands",City for everyone in the information age,"I have heard about a study in social depression: the researchers collect and analyse big data from social media, capturing key words with disappointment or anxiety, and then message them some encouraging words."
1308,26,"Italy, China, Netherlands",City for everyone in the information age,"Big data has become a resource in the information age, which can bring us various inspiring ideas for planning and designing if we utilize it properly."
1309,26,"Italy, China, Netherlands",City for everyone in the information age,"Any proposal needs a minimum support, we must think of the impacts from"
1310,26,"Italy, China, Netherlands",City for everyone in the information age,the local people.
1311,26,"Italy, China, Netherlands",City for everyone in the information age,"Review the 20th century, we think a new robust body of law and effective application should be done in the construction of this new urban agenda, and the strategies need to guarantee the participation of these populations who have"
1312,26,"Italy, China, Netherlands",City for everyone in the information age,been historically excluded in the construction of urban process.
1313,26,"Italy, China, Netherlands",City for everyone in the information age,"In those minority groups, the priority thing is to arouse public awareness of the local residents and the government, especially through all kinds of media related to this new era: In Korea, there’s always lots of online petitions, with millions of signature, which really pushed the government to make changes , and media played a crucial role in fighting with corruption in this process;"
1314,26,"Italy, China, Netherlands",City for everyone in the information age,"Considering about developing countries with more barrier in designing welfare policy , people should be acknowledged that they also have right to ask for more state intervention like adequate services and a protection of minority housing rights, thus arising their public participation."
1315,26,"Italy, China, Netherlands",City for everyone in the information age,"Manifesto for new century bases on the new developments in society, new social ideology, new social technology, and new social needs."
1316,26,"Italy, China, Netherlands",City for everyone in the information age,"We imagine the prospect for urbanization: Both “ the majority ” and“ the  minority” have the chance to declare demands(it’s just an expression, in fact we advocate that everyone is individual and special, and there is no “majority” or”"
1317,26,"Italy, China, Netherlands",City for everyone in the information age,minority”).
1318,26,"Italy, China, Netherlands",City for everyone in the information age,"The pluralistic appeal will be transformed into practical instructors, and then put into effect."
1319,26,"Italy, China, Netherlands",City for everyone in the information age,"Plus, the mass information from online platform can be collected and analyzed"
1320,26,"Italy, China, Netherlands",City for everyone in the information age,"through big data or other advanced technology, by which we gain an advanced understanding of how people in the new century see the new world."
1321,26,"Italy, China, Netherlands",City for everyone in the information age,There will be more formal and available channels for residents to appeal or petition on the internet.
1322,26,"Italy, China, Netherlands",City for everyone in the information age,"The government or planning bureau can build a special platform for people to conceive of the built environment they would like to live in, which make the communication more efficient."
1323,26,"Italy, China, Netherlands",City for everyone in the information age,"If the platform has been built, we should increase the publicity of it and encourage more and more people to participate in this planning project."
1324,26,"Italy, China, Netherlands",City for everyone in the information age,"We believe that in the long future, the justice of the city will be improved."
1325,26,"Italy, China, Netherlands",City for everyone in the information age,"This is the problem that we, as designers, will also pay attention to in the future. We will not only solve these problems from the perspective of design, but also think more deeply from the perspective of humanistic care."
1326,27,Belgium and Chile,TIME TO ACT!,"New economic élite, it’s time for solidarity!"
1327,27,Belgium and Chile,TIME TO ACT!,"In a multiple crises’ world, a new housing deal is required for humanity, in order to provide affordable units that also work as productive spaces in the post-Covid-19 era."
1328,27,Belgium and Chile,TIME TO ACT!,"You are shifting the capital-labour relations, and by owning companies that worth more than the GDP of whole Nation States, you can contribute to improve mankind’s quality of life, ensure their participation in the new ubiquitous job-market and secure a place in history, by coordinating with politicians a new welfare State that avoids the risks that nationalisms and isolation puts to an economy that demands interconnectedness to survive."
1329,27,Belgium and Chile,TIME TO ACT!,From money maker to history changers.
1330,27,Belgium and Chile,TIME TO ACT!,"Politicians, it’s time to act for our citizens!"
1331,27,Belgium and Chile,TIME TO ACT!,"In times of increasing inequality, we need to rebuild the economy, give access to the job market and rethink our national identities in light of social diversity and global citizenship."
1332,27,Belgium and Chile,TIME TO ACT!,A new housing deal and a spatial restructuring towards a just city will bring productive enchainments driven by infrastructure investments.
1333,27,Belgium and Chile,TIME TO ACT!,The latter will boost the economy through an activity that will ensure a better quality of life for everyone.
1334,27,Belgium and Chile,TIME TO ACT!,"No human being is illegal, we need to embrace and make use of the productive forces and contributions that a multicultural society offers."
1335,27,Belgium and Chile,TIME TO ACT!,Change the status quo or die with it.
1336,27,Belgium and Chile,TIME TO ACT!,"Citizens, it’s time to act collectively!"
1337,27,Belgium and Chile,TIME TO ACT!,"A just city, decent housing and basic urban services are only possible if we count with strong communities, which requires people’s involvement."
1338,27,Belgium and Chile,TIME TO ACT!,Housing grassroots movements and social organizations need to take lead in demanding democratic planning.
1339,27,Belgium and Chile,TIME TO ACT!,Participatory planning can level our power in front of politicians and market actors.
1340,27,Belgium and Chile,TIME TO ACT!,"Formal and informal networks (from political parties to bikers, from feminist groups to pedestrian movements) must be highlighted by urban academics and professionals that are willing to create an international movement for radical democracy in our cities."
1341,27,Belgium and Chile,TIME TO ACT!,"Address your local politicians (majors, governors) to participate in the decisions regarding your territory."
1342,27,Belgium and Chile,TIME TO ACT!,"Think locally, protest globally."
1343,27,Belgium and Chile,TIME TO ACT!,"Spatial Developers, it’s time to act democratically!"
1344,27,Belgium and Chile,TIME TO ACT!,"Architects, academics, state bureaucrats, urban planners and environment professionals have a role beyond profit, coverage, efficiency and aesthetic of urban projects."
1345,27,Belgium and Chile,TIME TO ACT!,Supporting grassroots movements aiming for a just city and counteracting market forces is an obligation to build a more solidary system that overcomes the subsidiary role of the state.
1346,27,Belgium and Chile,TIME TO ACT!,"Our social responsibility means pushing for participatory planning, addressing relevant problems: urban health care, densification, need for communitary spaces, socio-spatial inequalities in urban services and neighborhoods identities are the urgent demands of the majorities."
1347,27,Belgium and Chile,TIME TO ACT!,This is a call for action to those who have the information and the networks to influence in the decisions sphere.
1348,27,Belgium and Chile,TIME TO ACT!,Let’s turn all our citizens into stakeholders.
1349,27,Belgium and Chile,TIME TO ACT!,All social spaces are territories in dispute.
1350,27,Belgium and Chile,TIME TO ACT!,"Architects,it’ time to act ETHICALLY AND NOT ESTHETICALLY!"
1351,27,Belgium and Chile,TIME TO ACT!,"High density housing should be the norm where compact cities are possible, in order to reduce the need for land and unsustainable effects of urban sprawl."
1352,27,Belgium and Chile,TIME TO ACT!,"It’s time to take part in the urban growth debate and at the same time, being pragmatic: the design of modular houses is useful to adapt and modify buildings according to different uses, being a specific innovation that can fit into new logics of housing and urban planning."
1353,27,Belgium and Chile,TIME TO ACT!,"While a growing number of grassroots movements and citizens organize towards Housing as a Right, architects should also be aware of their social responsibilities. There is no ethics in designing and building for the wealthy knowing that many will ""fall by the wayside"" and have no shelter."
1354,27,Belgium and Chile,TIME TO ACT!,Let’s overcome the building and take part of the impact that architect’s spatial interventions have in the surrounding area.
1355,27,Belgium and Chile,TIME TO ACT!,"Less design, more urban thinking!"
1356,28,UK,OUR MANIFESTO FOR THE JUST CITY,OUR MANIFESTO FOR THE JUST CITY
1357,28,UK,OUR MANIFESTO FOR THE JUST CITY,"We are a group of diverse, multidisciplinary, and challenging urban thinkers from across the globe, studying Sustainable Urbanism at the Bartlett School of Planning, University College London."
1358,28,UK,OUR MANIFESTO FOR THE JUST CITY,We are passionate about sustainability and its impact and application on the built environment.
1359,28,UK,OUR MANIFESTO FOR THE JUST CITY,"However, we fear that cities today are unjust, inequitable, and ultimately unsustainable."
1360,28,UK,OUR MANIFESTO FOR THE JUST CITY,"In the face of a global pandemic, an impending climate crisis, and a troubled economic paradigm, we strive to be part of the sustainability drive that transforms cities across the world."
1361,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Therefore, we present to you, our vision for a Just City."
1362,28,UK,OUR MANIFESTO FOR THE JUST CITY,People come together in cities for security; they stay together for the good life.- Aristotle
1363,28,UK,OUR MANIFESTO FOR THE JUST CITY,"There is no hope for achieving a good life in a city that is unjust, and unsustainable."
1364,28,UK,OUR MANIFESTO FOR THE JUST CITY,"A city that places some over others, and the artificial above the natural."
1365,28,UK,OUR MANIFESTO FOR THE JUST CITY,A city that does not acknowledge human rights and only does right by some.
1366,28,UK,OUR MANIFESTO FOR THE JUST CITY,"As we walk the streets of our cities, we can observe the systemic inequality manifesting itself in the built environment: the deprived neighborhoods against the backdrop of the polished financial centers;"
1367,28,UK,OUR MANIFESTO FOR THE JUST CITY,the established communities fearing displacement by the developers or dissolving in the abyss of urban anonymity;
1368,28,UK,OUR MANIFESTO FOR THE JUST CITY,the people in situation of homelessness overlooked by the indifferent passers-by.
1369,28,UK,OUR MANIFESTO FOR THE JUST CITY,"We as citizens form, define and constitute a fundamental part of our cities."
1370,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Let’s turn this dynamic around, together, and create cities that are for everyone."
1371,28,UK,OUR MANIFESTO FOR THE JUST CITY,Here is a list of fundamental issues that we believe every city should address to be more just:
1372,28,UK,OUR MANIFESTO FOR THE JUST CITY,Human rights and the right to the city:
1373,28,UK,OUR MANIFESTO FOR THE JUST CITY,"All citizens shall have equal access to affordable, safe, and healthy housing."
1374,28,UK,OUR MANIFESTO FOR THE JUST CITY,All citizens shall be able to participate in the shaping of their city through participatory mechanisms at the local and city scale.
1375,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Social equity must be ensured through equal access to facilities, services, and opportunities - e.g.: health, education, transport, green infrastructure, waste management, retail, fitness, cultural hubs."
1376,28,UK,OUR MANIFESTO FOR THE JUST CITY,Distributive impact of policies related to the built environment:
1377,28,UK,OUR MANIFESTO FOR THE JUST CITY,Political instruments such as compensations and subsidies should unbalance the uneven distribution of environmental negative externalities within the city.
